[2026-05-11 03:07:30] ---TOTAL start---
[2026-05-11 03:09:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00086 succeed
[2026-05-11 03:09:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00088 failed
[2026-05-11 03:09:20] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00089 failed
[2026-05-11 03:09:22] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00090 failed
[2026-05-11 03:09:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00091 succeed
[2026-05-11 03:09:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00093 succeed
[2026-05-11 03:09:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00095 failed
[2026-05-11 03:09:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00096 failed
[2026-05-11 03:09:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00097 failed
[2026-05-11 03:09:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00098 failed
[2026-05-11 03:09:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00099 failed
[2026-05-11 03:09:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00100 failed
[2026-05-11 03:09:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00101 failed
[2026-05-11 03:09:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00102 failed
[2026-05-11 03:09:33] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00103 succeed
[2026-05-11 03:09:36] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00105 failed
[2026-05-11 03:09:36] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00106 failed
[2026-05-11 03:09:36] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00107 failed
[2026-05-11 03:09:37] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00108 failed
[2026-05-11 03:09:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00109 failed
[2026-05-11 03:09:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00110 failed
[2026-05-11 03:09:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00111 failed
[2026-05-11 03:09:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00112 failed
[2026-05-11 03:09:43] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00113 failed
[2026-05-11 03:09:43] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00114 failed
[2026-05-11 03:09:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00115 failed
[2026-05-11 03:09:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00116 succeed
[2026-05-11 03:09:50] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00118 succeed
[2026-05-11 03:09:54] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00120 succeed
[2026-05-11 03:09:57] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00122 succeed
[2026-05-11 03:10:00] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00124 succeed
[2026-05-11 03:10:00] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00126 failed
[2026-05-11 03:10:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00127 failed
[2026-05-11 03:10:06] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00128 succeed
[2026-05-11 03:10:09] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00130 failed
[2026-05-11 03:10:09] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00131 failed
[2026-05-11 03:10:12] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00132 failed
[2026-05-11 03:10:15] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00133 failed
[2026-05-11 03:10:15] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00134 failed
[2026-05-11 03:10:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00135 failed
[2026-05-11 03:10:20] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00136 failed
[2026-05-11 03:10:23] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00137 failed
[2026-05-11 03:10:25] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00138 failed
[2026-05-11 03:10:28] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00139 succeed
[2026-05-11 03:10:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00141 failed
[2026-05-11 03:10:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00142 failed
[2026-05-11 03:10:34] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00143 failed
[2026-05-11 03:10:37] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00144 failed
[2026-05-11 03:10:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00145 succeed
[2026-05-11 03:10:43] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00147 failed
[2026-05-11 03:10:45] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00148 succeed
[2026-05-11 03:10:48] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00150 failed
[2026-05-11 03:10:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00151 failed
[2026-05-11 03:10:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00152 failed
[2026-05-11 03:10:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00153 failed
[2026-05-11 03:10:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00154 failed
[2026-05-11 03:10:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00155 failed
[2026-05-11 03:10:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00156 failed
[2026-05-11 03:10:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00157 failed
[2026-05-11 03:10:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00158 failed
[2026-05-11 03:10:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00159 succeed
[2026-05-11 03:10:55] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00161 succeed
[2026-05-11 03:11:01] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00163 failed
[2026-05-11 03:11:01] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00163 timeout
[2026-05-11 03:11:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00164 succeed
[2026-05-11 03:11:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00166 failed
[2026-05-11 03:11:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00167 failed
[2026-05-11 03:11:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00168 failed
[2026-05-11 03:11:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00169 failed
[2026-05-11 03:11:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00170 failed
[2026-05-11 03:11:07] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00171 succeed
[2026-05-11 03:11:10] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00173 succeed
[2026-05-11 03:11:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00175 succeed
[2026-05-11 03:11:16] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00177 succeed
[2026-05-11 03:11:19] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00179 succeed
[2026-05-11 03:11:22] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00181 succeed
[2026-05-11 03:11:25] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00183 succeed
[2026-05-11 03:11:28] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00185 failed
[2026-05-11 03:11:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00186 succeed
[2026-05-11 03:11:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00188 failed
[2026-05-11 03:11:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00189 failed
[2026-05-11 03:11:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00190 failed
[2026-05-11 03:11:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00191 failed
[2026-05-11 03:11:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00192 failed
[2026-05-11 03:11:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00193 failed
[2026-05-11 03:11:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00194 failed
[2026-05-11 03:11:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00195 failed
[2026-05-11 03:11:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00196 failed
[2026-05-11 03:11:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00197 failed
[2026-05-11 03:11:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00198 failed
[2026-05-11 03:11:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00199 failed
[2026-05-11 03:11:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00200 failed
[2026-05-11 03:11:35] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00201 succeed
[2026-05-11 03:11:38] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00203 succeed
[2026-05-11 03:11:41] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00205 failed
[2026-05-11 03:11:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00206 failed
[2026-05-11 03:11:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00207 failed
[2026-05-11 03:11:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00208 succeed
[2026-05-11 03:11:50] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00210 failed
[2026-05-11 03:11:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00211 failed
[2026-05-11 03:11:55] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00212 failed
[2026-05-11 03:11:58] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00213 failed
[2026-05-11 03:11:58] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00214 failed
[2026-05-11 03:12:00] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00215 failed
[2026-05-11 03:12:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00216 failed
[2026-05-11 03:12:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00217 failed
[2026-05-11 03:12:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00218 failed
[2026-05-11 03:12:05] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00219 failed
[2026-05-11 03:12:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00220 failed
[2026-05-11 03:12:10] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00221 failed
[2026-05-11 03:12:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00222 failed
[2026-05-11 03:12:15] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00223 succeed
[2026-05-11 03:12:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00225 succeed
[2026-05-11 03:12:21] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00227 succeed
[2026-05-11 03:12:24] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00229 failed
[2026-05-11 03:12:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00230 succeed
[2026-05-11 03:12:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00232 failed
[2026-05-11 03:12:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00233 failed
[2026-05-11 03:12:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00234 failed
[2026-05-11 03:12:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00235 failed
[2026-05-11 03:12:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00236 failed
[2026-05-11 03:12:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00237 failed
[2026-05-11 03:12:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00238 succeed
[2026-05-11 03:12:35] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00240 succeed
[2026-05-11 03:12:38] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00242 failed
[2026-05-11 03:12:38] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00243 failed
[2026-05-11 03:12:41] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00244 failed
[2026-05-11 03:12:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00245 failed
[2026-05-11 03:12:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00246 failed
[2026-05-11 03:12:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00247 failed
[2026-05-11 03:12:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00248 failed
[2026-05-11 03:12:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00249 failed
[2026-05-11 03:12:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00250 failed
[2026-05-11 03:12:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00251 failed
[2026-05-11 03:12:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00252 failed
[2026-05-11 03:12:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00253 failed
[2026-05-11 03:12:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00254 failed
[2026-05-11 03:12:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00255 failed
[2026-05-11 03:12:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00256 failed
[2026-05-11 03:12:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00257 failed
[2026-05-11 03:12:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00258 failed
[2026-05-11 03:12:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00259 failed
[2026-05-11 03:12:58] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00260 failed
[2026-05-11 03:12:58] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00260 timeout
[2026-05-11 03:12:58] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00261 failed
[2026-05-11 03:12:58] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00262 failed
[2026-05-11 03:12:58] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00263 failed
[2026-05-11 03:12:59] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00264 failed
[2026-05-11 03:13:01] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00265 succeed
[2026-05-11 03:13:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00267 succeed
[2026-05-11 03:13:07] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00269 succeed
[2026-05-11 03:13:11] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00271 failed
[2026-05-11 03:13:11] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00272 failed
[2026-05-11 03:13:11] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00273 failed
[2026-05-11 03:13:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00274 succeed
[2026-05-11 03:13:14] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00276 failed
[2026-05-11 03:13:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00277 failed
[2026-05-11 03:13:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00278 failed
[2026-05-11 03:13:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00279 failed
[2026-05-11 03:13:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00280 failed
[2026-05-11 03:13:20] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00281 succeed
[2026-05-11 03:13:23] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00283 succeed
[2026-05-11 03:13:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00285 succeed
[2026-05-11 03:13:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00287 succeed
[2026-05-11 03:13:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00289 failed
[2026-05-11 03:13:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00290 failed
[2026-05-11 03:13:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00291 failed
[2026-05-11 03:13:34] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00292 succeed
[2026-05-11 03:13:37] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00294 failed
[2026-05-11 03:13:37] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00295 failed
[2026-05-11 03:13:37] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00296 failed
[2026-05-11 03:13:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00297 failed
[2026-05-11 03:13:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00298 failed
[2026-05-11 03:13:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00299 failed
[2026-05-11 03:13:43] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00300 succeed
[2026-05-11 03:13:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00302 failed
[2026-05-11 03:13:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00303 failed
[2026-05-11 03:13:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00304 failed
[2026-05-11 03:13:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00305 succeed
[2026-05-11 03:13:51] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00307 succeed
[2026-05-11 03:13:54] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00309 succeed
[2026-05-11 03:13:55] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00311 failed
[2026-05-11 03:13:57] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00312 failed
[2026-05-11 03:14:00] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00314 succeed
[2026-05-11 03:14:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00316 failed
[2026-05-11 03:14:06] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00317 succeed
[2026-05-11 03:14:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00320 failed
[2026-05-11 03:14:11] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00321 succeed
[2026-05-11 03:14:14] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00323 failed
[2026-05-11 03:14:16] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00324 succeed
[2026-05-11 03:14:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00326 failed
[2026-05-11 03:14:19] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00327 failed
[2026-05-11 03:14:22] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00328 succeed
[2026-05-11 03:14:25] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00331 succeed
[2026-05-11 03:14:28] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00333 failed
[2026-05-11 03:14:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00334 failed
[2026-05-11 03:14:33] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00335 failed
[2026-05-11 03:14:36] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00336 succeed
[2026-05-11 03:14:38] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00338 failed
[2026-05-11 03:14:41] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00339 succeed
[2026-05-11 03:14:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00341 failed
[2026-05-11 03:14:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00342 succeed
